Protein	Individual_Vital_28_1	Individual_Vital_29_1	Individual_Vital_30_1	Individual_Vital_31_1	Individual_Vital_32_1	Northstar_QC_P1_1	Northstar_QC_P1_2	Northstar_QC_P2_1	Northstar_QC_P2_2	Vital_QC_P1_1	Vital_QC_P1_2	Vital_QC_P2_1	Vital_QC_P2_2
P26038	553714.2550458235	1146460.7991504523	800944.9498565109	939238.9909053212	337616.5691885715	839334.5297298331	391845.2063383176	297460.66666996636	521087.10105821566	1123759.4668563248	1090228.2499999774	375068.4010498553	663846.5756256322
P26373	152445.0469000046	2059917.7500000673	2346444.5000000605	881324.5625000155	492270.9687999936	1524882.0000000158	1936401.7499999811		1746024.6250000622	1252557.1249999779	1276561.499999994	371029.6874999882	1217270.9999999793
P26447										622620.937499998	799798.3124999978	680125.8124999976	738069.500000005
P26572	643286.1667556923	719456.9567805509	587101.9554881316	1088072.2206494513	799992.9928139155	723057.9526371405			694556.6954066656	683327.5387832223	746365.5856175027		
P26640	138597.63228440838		171035.47070836974							285810.56345436897	186694.76559999658		
P26885	256958.36909614736	138393.37533497592	449845.1434750632			127970.19856731113			321846.7458208888	407871.8156766468	275090.4233209524	296875.0132055486	348620.81549339293
P26992		636645.3125000045				940725.0624999888		1543445.124999991					
P27105	3038423.4722093423	4298414.81357117	3191462.3396667643	4449756.268376078	2248026.8200034555	4729038.674972888	2721471.435308678	4462772.097946219	4674632.66405127	3780098.0417763265	3350952.654921787	3772850.9647748736	3543174.914501107
P27169	654223.2290259425		654144.8889924267	1359556.0409627666	577939.610822725	1100449.1258020136	1019681.9924060493	575042.1501947831	751339.5348113384	702481.7843519727	547261.4522899574		
P27348	296210.8750000097									316888.6250000027			450595.7188000044
P27449	226977.9844000027		353319.12499998766							393529.53119999584			181589.14060000252
P27635	663066.7499999984	747301.8125000092	826286.1874999932	374836.90619999386		770176.6875000052	578384.1874999895		742868.9374999753	885258.2500000044	744157.5624999854	465260.9687999874	799406.6250000262
P27701	1434716.000000014	1292401.9999999863	1710272.8749999586	750074.5000000114		1280323.624999965				1217390.3750000398	1179918.9999999655		
P27797	1769991.3525759222	1487835.1232272468	2378766.3401633957	942287.8163724411	624050.8117902749	1744036.1350844142	1026908.159522494	828058.5427979556	1395951.905264051	2651472.55717498	2690676.980089951	926857.5248473124	1950576.4211032852
P28066		561738.7759140399	862146.4565081985	529016.2460286575		528377.9162852095			543145.0119061094	966390.066844593	1100207.8255417228	978253.1343534216	622756.4371886522
P28070	725795.7373643733	688247.208345321	1142530.9680743932	489486.6958247053	213431.1708802052	515775.7156450064	490190.76210494444		536833.0651673744	1442049.5613239359	1365284.7941276126	362273.22600861394	947830.1464237412
P28072	1470727.9999999893	980389.5625000026	1528232.874999953	624905.937499981		1052593.2499999718	1015120.7499999923		529654.6249999969	1042765.7499999693	1262937.0000000207	1151219.8750000023	1183692.9999999758
P28340	10427967.196281768	6478447.709517628	8290716.87322801	4584681.8706287		6701009.477260254	5875749.970812815	6283301.524109952	8195406.011823188	8725783.963379456	7488054.052001075	7590315.751449772	6462117.378392452
P28676	804163.4791283912									1599311.2799964182	1582279.8944558126		
P29373	1202635.7622959241	1511568.2998029043	1447165.9315943534	1263729.9880443227	769384.1892265484	1341738.1641122794	733171.0817578982	834155.2527012674	925125.838912241	1584887.8184464613	1320241.6325932918	781200.5246864744	1000942.3081168445
P29622	699077.0504649297	672203.9940558968	424223.48043291183	765413.5000000212	912085.5332804944	801506.8727892376	305411.53622695553	428245.5859982585	549405.4177287439	721014.4853337243	686796.6659777272	427517.1638167135	322157.50913024
P29762		693145.6225904744	684797.6151281109	508078.6883614567	641960.7026071042	719429.2109403721	552046.5171742187	317628.8097644607		484477.14933475805	617824.121671057	685278.6084875414	515978.96537968924
P29966		199876.32671823792	193779.29899688944	225178.59874870017	182825.92519210838	226915.21967118906	190031.19170127928		210955.99323351867	235569.3089766591	237280.30275265404	249658.20412932005	319127.6218281703
P29992	1312489.6854275332	1772101.4891478042	1841304.0997529167	1303460.1250000433	763753.1796462925	1351016.7624523905	1083990.9377380596	1479933.5231754808	2419934.540197695	1790759.235022522	2096641.7499999774	2205422.2500000736	2158969.1030651527
P30040	2308303.0932964077	1477825.7499999823	2220816.779929579			1932523.6623086128	3406438.7499999614	1611721.899546164	2920346.948389027	2041996.35585399	3035731.250000028	2246079.9843242583	2510269.5548513876
P30041	1766969.3432710213	1730730.367698419	1599762.4462393243	1033567.2444475944	523931.71432999853	1722485.8472668696	628555.4850617902	1201844.0074396082	1417393.820606742	1883745.0220801742	1670408.6526458717	986051.2558591269	1824001.0357294807
P30043	374676.2017815004	370246.21770982456	297377.6292587819	198843.1186268135	142714.40386500626	242352.68032094356	332858.65393493505		231087.41655818798	396942.5643202723	414656.8134560991	219078.93803714967	253625.78336961512
P30046	2183131.2499999567	4271861.499999904	4220279.500000066	1508337.6250000014	681414.5625000137	2196592.2500000317	1500882.1249999471	1362459.3750000098	1979371.2499999842	2432206.750000008	1752029.6250000077		1753695.5000000175
P30050	1786412.2499999874	1318840.6096602774	1770818.124999941	536921.6787029504		1528767.9523455102	1230317.2799628156	1106427.7920709706	1156961.897198314	2014540.018739815	1998812.000000028	2433883.999999966	2009271.753004279
P30086	2902381.1964576906	5158582.68841802	4078795.5000000857	3441220.877327584	1862163.485316776	3874565.7308924855	2122068.758309936	1444543.616784238	2897034.4407189735	3395474.106502395	3156026.8519726656	1666982.55655243	2958812.288391772
P30101	770481.4373333631	806477.578322075	918024.4146558661	435271.4442298229	243578.59710940276	815766.8191553488	672800.4999398858	579852.4747533475	687767.578497949	1370072.9987548636	1362523.2224783632	869876.3290367889	1065750.7402023189
P30153	166896.16077362956		203388.24689838337			146097.71441898632			94881.35176962508	216357.18719856848	219591.57809999958		141491.88222999158
P30740	228199.44240159335	213890.35773403972	273000.27859593666							658463.5685572206	571727.4223002556	459778.68726167583	589968.5445520688
P31146			271433.61677759263							972992.9801373387	1177248.3935627448	696000.0135239162	956749.7156569826
P31150	848054.6874999868	1873312.5000000151	1242363.7500000214	1380543.8749999674		1247101.5000000333				1198769.250000009	1116532.3750000147		
P31937	318814.62601896067	257058.78373895134	550442.3136666275			413060.6923004077	246655.72216223448		380786.311016526	571699.727357043	547699.2511163952	235530.1866958777	404747.4962975153
P31949	478955.68749998923	288652.93477169087	410202.5000000069			411505.5317656946			339981.120092391	764445.464607433	659194.8135494164		732155.4374999992
P32119	1318567.674983176	1327799.5796859202	1671349.9849910743	729576.2218937024	392921.9677037717	816398.0012733238		865262.8310812896	958990.0840627266	1310272.6164422352	1331814.0852681461	785425.3125000045	1451068.1540720465
P32969	1042111.8160691938	849151.5952527788	893686.4952368389			609807.4332905024		761364.0655933374	725996.5895697789	1404510.877627801	1210763.862060724	826310.4056531409	1495419.6327177791
P33908	898005.8408709397	429597.17141130945	312482.7599759977	553420.5206388786	400591.4023805568					522920.2864106831	489951.7012971774	438830.1459464992	415776.1423773743
P34096	766608.375000017	3250767.7822256866	999684.3369923572	3504491.2499998915	1865732.9997412425	2156440.8231911575		829492.2698635588	1718595.05727745	965728.6508101716	1087494.1106295122		518618.6466741335
P34932										459417.6875000017		863846.312500016	
P35237	983219.0074532746	1266202.4315544358	916839.4113292843			785955.0924121366			987002.8253267498	1574748.6324241122	1043154.9427571133	1304154.122204762	778762.3310921432
P35268	3791948.14272108	3133891.0105070914	5508508.658731602	1715561.9009197766	777375.6489609595	3584348.9726667507	3737989.288155532	3323561.6062170463	3194258.3817436583	3771206.722182003	5174711.608855438	4204953.195177596	3469094.4797138707
P35270	118375.80469999649	126030.88280000014	125081.66410000114	107696.9375000003		146378.92189999894				107428.79689999993	137450.89060000458		93258.35156000014
P35527	875085.0010833144	696834.1436563493	166710.3080563243	1010586.0880038743	709306.7622252482	1579247.4916033999	766337.8812511499	300319.18719796586	1561240.999999958	312647.2807001487	278159.9479328722	393295.06724013353	263125.0741085275
P35542	429378.5530241021	245504.40946121758	309807.67348378286	541985.4425870858	211186.26569034476	323003.6656185655	471061.9100887628			322846.02589966205	307481.2600745418		166563.46568469197
P35579	350663.3422623935	175877.00374899633	230969.9802055881	162283.08056330314		213723.23974543685			250490.16860922676	691884.2847952534	660779.6108839879	449438.1875524895	624319.8264991429
P35908	1037381.2350414458	1797873.9888167968	1460617.1634829184	1680271.0091210797	2063875.294664107	2538347.2844096627	898219.4256644842	548425.1355117911	922539.6204101129	3558963.9954187768	251542.14566056643	307365.6632448338	79274.618201538
P35998		288558.3438000029	398703.62500001054							436839.9374999938	361349.49999999464		214004.04689999332
P36222	2095661.6583001665	298974.2136786567	1799865.4983937507	461434.28880875587	1159042.4771738963	657323.4918412765	290765.805603718	286253.2817399145	457803.7839330508	2183355.33644793	2003466.2210132666	1122235.842065449	2161864.593772902
P36578	1056312.8963048724	1133736.278606043	2013264.9178073057	518957.31423050154	263118.63913560583	1082868.7078924263	859932.5022763986	784046.5246797719	1771667.0000000452	1593762.6614368518	1744590.392137075	981824.6734209761	2278692.5460791276
P36871	474689.6171270231	1841263.16907214	550515.8125000069	674053.2187177427	306635.0144808977	1347332.5194745176	782898.6102432885	240458.22849327035	787162.0625000111	571390.8861758704	795213.5625000034	331105.9030845411	811243.2615143477
P36955	888689.3449546817	745864.6121439514	1032405.6102127018	1578077.7974997452	857411.04963408	881607.9785315013	623284.0411980633	659094.3255469254	908227.2844247584	833086.0277453208	787509.9204970069	622840.0202222862	863438.6336593321
P37059	179535.8750000036									77627.77344000014	113871.53910000106		
P37837	248944.33816945096		412387.10082667717							484015.37341471657	568673.247427183		677715.331034469
P38646											298070.9375000017	408667.00000001123	
P39019	1025184.6879999738	1029948.2808233505	1449749.8620927257	356491.7595913866	254997.41632579957	809337.9516496169	287767.0316716174	402626.71659662784	548841.8750000193	1274284.3003106911	1200370.4999999853	482296.7090496768	1188948.0713478304
P39023	151666.82309266145	426251.66881571256	750790.8741149369	211971.46455224516	81346.48761132236	347289.4543081785	306363.3367948786	168938.84366605125	511528.2938694392	636427.5848355977	628812.2224968971	161331.6412681268	678179.8955911984
P40121										703844.0625000191	727226.4999999836		
P40199											883575.7499999801		686545.0625000062
P40227	150564.68749999508									92942.50781000001			214255.5469000071
P40429										270961.5312000008			504815.40620000305
P40617		389718.7811999987	287946.0000000019			316566.4374999987				305683.3124999896	312387.28119998914	438348.96880000137	
P40939										869977.4375000081	698979.8125000168		
P41218										628857.312499999	602362.6894920834	500887.28119999147	518717.3437999894
P41252	1081048.2500000168	1160853.875000018	1143120.4999999662							1257589.2499999711	1091231.124999979		
P42330	858329.6250000237								716102.250000021	1353390.2500000363	747317.1250000079		816778.2499999892
P42766							1812302.5000000435	719852.2500000101					
P43490	926742.9743347927	852965.7772606593	465602.2531267251	755454.6888730215	198719.77401985673	592301.3230071098	364507.7944000526	518255.09228199313	648299.0692176576	917797.8643133533	953429.7841450871	497008.83304882306	811382.288163331
P43652	870121.6187465116	867551.3089615218	895148.3939757156	1072163.0861508974	1046625.9738801927	994070.1643790103		506708.9813298741	785333.7417227176	937279.3780287999	928482.5727092279	630778.6920642835	662400.2537429346
P45877	5303752.0000000745	3555239.999999981	3824418.5890116873	4067349.0000000168	4142100.938894168	4444235.604649338	1266283.7679918515	3580918.5000000736	3475928.7499999446	3596223.999999939	3625757.6414776854	1848213.364799226	3722167.750000005
P46776	4365677.803475145	4032505.2173339506	4742543.687090064	1585718.97929919	612614.8328088891	3585699.060753459		3711352.2932966645	4787342.293510173	5427190.59918319	4463228.853945784	4786749.133093569	4819874.71346092
P46777	349685.8587277385	293883.5456748778	371428.6099034228	137874.60725720512		231443.86409731212	198935.82657698332		177634.72039863883	416312.9826638883	463962.0625000044		237134.48201857944
P46778	809187.8948558285	915671.2917095768	1463708.9496010186	443340.3195719961		676897.7334139377	516078.1680450461		544869.8031499906	1175634.0575882515	1236514.3440988406		965110.0501125305
P46781	1498187.3132717242	1497684.9228408611	2452040.6097206683	596268.6517924959	339965.2424225151	1028733.0981980185		1463195.3597669192	2086232.2548485252	2067230.5175641754	1884513.549213557	1628003.415477925	1750030.9158610553
P46782		303435.11222621007	557528.9999999937	196494.9844000032		258267.35127280955	257163.35919158047	220056.04483792587	224927.29012486865	353919.19212154887	403506.9743352146	206366.85938738982	349297.65126611985
P46783	3103391.2053850912	3412730.400265377	3782269.3173189336	1486167.0718084152	840790.8141080168	2692182.935474207		3134057.433311594	3134284.8769243388	3345466.394614151	3795918.2090068515	104096.61503078224	3954390.269557464
P46940	311475.19386426604	290908.7781577597	465009.757467689	399163.71913767	124978.48607150318	287756.5034418839	204510.5083073021	160087.20754461925	333102.57415404654	558660.789269348	522397.4724257116	276887.4857238649	410640.8546265506
P47895	426636.14890497155	223232.60592888246	223004.8469332506	188762.50120639356		171003.08584390781			165241.26315023314	708356.2305314909	602742.6843702579	227120.41040018204	417750.4498781235
P47914	348944.42156188434	732287.338506232	803060.7020616985	300986.5607677408	101928.23405387676	558543.3248335237	759676.7765322563	493693.2274744899	662705.5271410049	454948.34496573993	640351.3688857767	480623.631770746	493609.58995859156
P47989	4302013.999999852	9454424.421495764	7027712.878399929	6023218.636631061	4921850.899323687	7382355.210484658	3314036.9764710353	4126398.4271364934	7335028.9642127715	5404173.850143362	6094492.6476607425	2488949.188080246	5574110.069941098
P48444	156581.16950443355		104355.39453081031							166913.76544016067	171447.11233036703	209330.7479345006	162328.88770212722
P48506	574232.0757773652		759538.9234258685							694269.5318254281		632621.0624313531	582331.8279179957
P48556	511195.2351592347	403064.3057753217	437539.4511748839						445469.1191935829	515338.3021486854	460920.9947172696	701702.2137927401	642283.4084308436
P48637	430869.3749999992	664708.3749999913				369035.24999999674				264794.5624999969	295175.15620000445		
P48723	291699.2611119231	301880.7888201433	166822.4062000013			458693.05571913335	302011.59220202826		514789.2898381094	218587.031199993	236337.34380000408	194364.23872801868	
P49006	138032.2499999967	623932.4375000177	750300.6249999932	1021621.3750000319	768069.3749999943	789052.4375000218	1345346.250000005		1335758.3749999972	986079.0000000106	1022258.875000031	1137382.3750000333	918342.1249999751
P49207	1493436.2439264376	1151003.493096378	1862906.267213046	590431.5005351917		1357581.3471367985	1463635.7381513913	1146506.2952112872	1242187.4313176293	1671215.1537606374	1710439.8905752504	1326912.8653150792	1580392.912220034
P49257	620165.3094722147	454601.47579284833	685085.3994837316			672569.6385298123	924342.299436544	611418.9894495764	802996.8787533704	996912.2871296308	1056896.005586644		703857.2846332333
P49327	8697871.343772132	6037619.538697533	6941863.626109669	5207596.824523394	1859770.1101508844	6490740.9052034095	2527450.586582426	4458570.514191445	6770401.058185051	7731478.000000218	7562975.889627995	3367134.4853145718	8238847.602172182
P49591	787588.2680610787	789581.211599302	983328.0801711174	343287.2339670615		300904.29763798934			536627.833070931	1081750.1255021254	1062055.4152459155	596925.2811958484	853741.7428255159
P49720	271022.79157696746	328833.5487185212	621491.4289045855			226294.40600855817			236721.72654728286	531892.5248740223	563722.9065981864		398783.6631364891
P49721	844021.7612017358	648621.602393621	638868.1872851403	369092.668979713		620000.3148584844		615790.3338803438	554893.7593049802	1236436.8243689917	1037192.9339484146	863620.7096330436	1072008.9362826583
P49755	702062.3342299353	392951.2928517914	745279.8124999964			447048.8517799751			428858.0751200454	908382.562499994	903890.6022254884	266325.0365300439	459347.9494937599
P49788										571952.9999999985	579029.000000003		
P49790-3	5910726.500000048	3573462.000000039	5139183.500000039	5999458.999999801	5391463.499999862		6061735.500000085	6443203.000000225	6182282.499999818			4993050.4999999665	
P49908	779303.844728179	637711.497182543		952347.4586811853	800767.9277279032	1400182.2198218587	2118001.773162139	1122526.0000000205	678606.9307662084	434411.09360102995	514298.3993079915	426840.6982834273	602493.6875000098
P49913			663533.6249999849							2020809.0000000224	2301027.5000000135		2079304.8750000522
P50148	910168.8843491465	810336.7096376464	737539.1760473665	921333.9189127035	514007.4864661108	778520.3148096276	719731.3378344146	608673.6081077745	1024997.5946608685	1093793.6292255248	1285808.625863945	811788.4237120523	937488.1509855608
P50395	907642.0264727956	1276806.6210036585	1752274.7188846513	890178.3296316505	687928.0318984498	931042.9113174065	552362.3990661957	597085.0921046938	695228.0726247814	1236246.127740991	851984.0920692114		1097623.2397346038
P50454			191111.49763403498							199051.65213203666	230511.18499343845		200019.66074138164
P50552			179315.1097770931	147834.76428196818					131864.94354598466	288063.0343633147	228765.9043877388	205053.937969381	243930.7499048134
P50591	1040370.0090884619	1333057.7796687535	1181631.3435107127	1361590.5794156175	1954665.4637231482	1633647.063000008	1650565.170786249	517493.9290533382	1183591.574014695	1047862.8079412902	1110141.333046862	648208.0911674547	740960.1062417434
P50897										161520.50000000309			231286.67190000668
P50914	524272.1024730033	774341.4504949705	866651.2992815848	258205.96511983612	112442.00961954864	571649.129587202	237288.1142900065	219040.5638835504	425711.0956051898	832296.3846556325	1064542.4675075726	525172.3670938185	795433.1887630656
P51149	2762053.459331267	3749427.5552102304	3081619.763535817	2995916.7107140627	2076416.7631521241	3330168.8256282927	1840475.1893111265	2464482.6882692054	3058713.33996735	3515741.6856590086	3282506.5196155445	3325406.9579173704	3110359.2490728293
P51153	791333.3749999796	850800.4999999909	683094.2499999806	825910.7499999922	553792.7500000048		918940.500000026			728937.2500000162	874261.9374999834		
P51570	351032.74941551214	352039.61849464563		381943.9327728301						284606.8813554949	412918.66337218	428642.04291519854	267841.32312716724
P51571	475945.3767360022	680068.4296086412	611215.1862246963			908035.31249998	417982.2481866185	757350.625000002	1153622.7058387985	956966.6106734223	1070863.410153166	1269882.7461871486	639346.5761225863
P51659	1770413.046790797	803356.9345884777	1414198.1228352468	630824.8740902069		1755032.9999999653	1136377.5021960963	1274683.1698800293	1715904.5109840059	1469497.8750000389	1667072.5000000433	1101140.1815163067	1560914.0000000421
P51665	355916.5804034079	298883.303281465	434663.7860444702			256010.82458120072		173815.67593118874	315528.34615766036	407236.8167618766	414941.91750872217		416980.4478455505
P51884	913876.0093909169	348944.04466383555	370731.84381834697	381116.1528386369	388821.7499853168	375183.7029561412			328708.29934977205	649304.0154007517	467987.69020739844	360095.84662106616	564515.7994375916
P52565	1434336.2187703312	2224721.0130720623	1129115.6158983086	1644559.9022725301	550886.9794572836	1443625.5173680617	1464112.0972220057	722124.3825714503	994308.6251487092	1592509.570585248	1693645.5770114146	805217.0529030027	1182920.6339262696
P52566			342606.421322313							592708.4160150853	572635.8315642198	161104.834311052	583327.9455097086
P52823		478331.56250001397		608010.7500000035	698238.9375000232	1149878.7499999972			1428354.875000035		1542413.8749999774		
P52907	558379.6350578027	455996.0247974981	612496.0277764921			472861.4621185909	497324.9455075425		380290.21190611005	1019109.631306151	704260.5625000125	588502.5830359567	633353.8399796303
P53396	336079.6561999914		342624.3125000065								502463.37500000105		337274.2500000005
P53602	1307253.9999999723	1059649.6250000298	943277.1249999938	1539749.3749999888	622252.8125000106	1135346.000000028		895318.6249999797	1276607.2499999825	923360.1249999813	1296657.74999999	1532527.3750000426	
P53618	651155.1135015624	374107.1331206368	518067.19980777835			378360.29193307745			264533.03936931194	584493.0000000144	599185.6877941844	290349.84510690824	554990.3749999978
P53634	1669068.9811025558	799846.7328572875	1208720.9252285992	1169177.222989751	511083.33775635273	1503633.7899055546	522000.6008007939	353564.12998655747	908008.0241929664	707176.5905800078	899199.2354177597	597358.1934820596	486499.9253907413
P54136	649459.2499999875	592592.687499994	830938.2499999998							801760.187500004	652441.562500004		585341.2499999902
P54577	285699.40620000963					231444.6874999951	163977.03120000343				451041.6249999984		
P54727	249532.53119999898	238437.89060000578	289394.53120000253						136614.34380000143	256204.01559999943	211375.92189999385		210493.31249999726
P54802	624348.7020478164	409149.3818251619	412352.34379998856	786550.5625000047	405988.09863805823	735901.1875000027	215865.2476150616	399469.9173066345	823924.5944843165	564028.145849858	514395.2410494504	396763.1480246004	458501.39530246216
P54920	543713.2923078251	638691.645410332	518290.1286023298	544601.9898300623	259200.6025978644	528524.2258517158	583128.704310395		575834.0214445085	700467.1953368759	788395.716230124	382352.0037276674	533036.9249938454
P55010		410074.07280043117	550971.0280693568			395671.0645950241				516394.61773470324	468742.2473877441	471599.95928006514	407596.6376663908
P55072	1136589.2862914829	735757.9404908455	1004202.5443457984	560475.7783509466	163882.48093026257	594444.7238019118	307682.0261363696	285401.23957503977	652768.9692703832	1175537.469050317	1120374.138396348	505480.937931535	1034847.1789841366
P55212	360201.34380000026		811470.874999989							509983.9062000074	527821.6250000105		
P56202						867563.3124999943		1566384.750000021					
P56537	163331.96880000178									196786.3750000013	210744.57810000292		
P56556	280702.12500000536	702934.1874999787	748302.3749999896	1092307.1250000226		646124.5000000196	226244.4687999982						
P57735	1359639.6345283166	964993.9146845057	447373.9678515861	977153.6397879131	436453.3651202331	928794.258995275	521764.88817727263	657806.9645436234	880978.0570826005	1812238.6419167859	944998.5024304113	502058.12591916515	1233659.1011907964
P58107	319108.31194304675		165137.57750455962						279874.002302621	343662.0359977363			379283.8511205411
P60033	2894015.499999904	4127340.9999999176	576049.9999999856	6381852.000000173	3196562.250000068	4415152.000000093	10989830.000000171	6067955.000000003	5830102.500000188	2446225.249999948	3586981.0000000414	5882958.999999933	4065374.9999998794
P60228	499738.31172977656	328233.1755300842	552086.9365827487			199421.988831047		218174.05818509476	258433.41494604677	559338.0179011557	503408.9459133852	274328.55375880934	539840.4167008487
P60468	628028.9374999792									1174631.1250000184	1269912.999999979		
P60842	109767.03909999944		78476.86718999926							167245.65619999985	179741.0937999957		
P60900	1716529.191645079			947846.1380883637		1049783.4955371208				1429438.1598302713	1459745.73125784	886851.5352088193	
P60953	4422781.0288427435	6818804.580111752	3777172.5136588737	7380011.852265576	3461535.3753102217	6050543.292640273		6300943.97538016	5088284.901789008	5487028.766199623	5556457.681200382	5570190.202369678	5399592.850150188
P61009	546442.3749999838		633850.937500008							691400.8125000015	430241.24999999645	431365.3124999848	526716.9999999821
P61026	433561.1350714292	586919.7499999916	391338.6392671057	365914.8222989153	253164.1223635678	576399.270477408		775955.0886557396	469416.9478607702	649729.8368190115	540372.2908350045	81625.58550080226	524105.7157410701
P61088	1038304.8119999836	816184.6250000057	1066558.500000011							1247696.5000000156	772083.5624999824		1085320.9999999981
P61106	586540.7530078785	530208.0922655147							511098.26376968477	705872.0181568039	786559.3080223118	841407.4630412407	692078.5934815836
P61158	474849.0148443511	444384.3599886321	594311.5630777988	390909.1200366716		442897.1661951625	274350.5515014975		259455.76055161314	919771.124999994	658278.1250000178	229210.8549403191	579828.1799795937
P61160	752819.476781234	707946.1543652908	845243.4937112419	746869.2372538919		639048.9409214394			548035.9540181493	940996.180578337	1167673.3041966534	603091.5737073862	784654.3329713673
P61163	365433.26295937353	168050.64620678834	392010.0624999895			149143.86843635936			179079.65668868748	415199.81296248926	411066.8717498161	341499.78120001097	368069.03537121386
P61247	560770.068625716	555236.6249258395	645738.3956417836	292667.84997886897		594741.7182152463	370794.9188881843	241150.01381359226	528755.3821545767	540351.5926777936	884277.069850434	537428.9525745014	503643.2183696412
P61313	554309.2669475094	784826.9760198621	1003692.6560651814	262830.91477118875	127878.98802297619	634790.476029098		553615.0720808872	743979.9989817814	775482.8312812892	885392.1409832857		741833.5828902667
P61353	704016.4141082518	760858.5324755992	1144949.20586392	349306.1463362876		546726.6089416436	358374.3291233498	663322.9471182877	750651.995842625	1160747.2571008934	998385.6250000288	712350.2493832343	1105939.585841849
P61421										187912.1875000003	133551.00000000212	243123.37499999587	
P61457	681808.2537517922					834481.7367529541				1177711.0354011962	1250483.642122135		1169731.6495132928
P61586	1013302.6250000288	472192.3437999853	1067823.7499999874	1290220.6250000244	552870.37499999	892452.0625000127		507102.4688000176	1661376.250000037	1226659.4999999816	891860.1249999818		1306104.3750000417
P61604	191816.80961655083		779234.9653875561							627471.7241681119	804663.651289853		451304.93591199187
P61626	4128975.523354359	4167182.938424165	2923729.4822481587	41560735.94292862	28785120.57110794	12561922.233988775	19349596.023163557	5012781.716611773	12981987.872151924	4049156.433380647	3865629.6979053286	1700401.5535852844	3251378.8237293623
P61769	2808125.546299934	8336366.296311318	4252593.698452323	9084270.824828902	5139808.830440385	11697679.494590089	4224095.989461808	5438877.332537904	8321968.394517954	4118476.6210059165	6550928.353725718	1161315.4013022275	6201456.257136621
P61916	1695172.1003670043	712725.9981965572	814207.8518581466	1391457.3499761808		1003257.5726734513	1777968.8217321786		1867374.3290060805	991285.5350191067			
P61960	720312.3858742225	370769.84017066826	462765.96724641224	287450.6607956039	97675.28281195443			498344.109392482	603979.350744626	751801.3352628974	497379.41221001634	167047.14201300443	687646.2576331705
P61981	1946845.1615384878	2136690.097899229	2489325.7747033755	2352286.748574005	933449.4322403407	1948787.5852581793	1912289.7761310253	2364705.7174328696	1574499.5392164295	2007038.4844002977	2520763.1546197147	2329711.6744973236	2686883.867268322
P62081	882521.3595236732	681456.8026374539	1115554.1405646612	316267.0586486698	135615.8100605656	541156.4489967382	188537.59410060284	506840.546493625	831171.9392394137	1121719.437677822	1097457.504653546	442637.60109336633	938177.4434228648
P62191	385566.09379999654	551219.6874999803	630998.9999999811							514899.4687999976	458535.8749999973		
P62241	712675.7675914317	755379.0842029027	725409.9158486725	446144.8515663865		535746.9767996819	413978.7876716573	491562.6912186987	820386.9718125114	787636.4463448486	886311.1262103749	846343.9113336783	948271.1435462262
P62244	1736427.7267091898	1723593.8749999844	2674401.3372866255	823511.4550400979		1056249.856989628	627468.4915080294	575906.4755005235	895009.5181043451	2136944.750000028	2085129.154045924	732090.5169335658	1435703.6283388746
P62249	981348.6250000217	728563.7115794687	1225285.7386802214	305358.20599356305	204271.7291363307	743840.8367922949	328041.72438574384	496052.6600610392	749004.2242464443	1134448.4999999902	1145380.604402526	618152.4329653094	1079080.897941061
P62258	519068.1249999824	723740.4375000139	736732.7500000022	631744.1250000003	290630.8124999955	838487.7499999994	802985.8125000204			792208.7500000225	601601.9374999792		458660.31250001147
P62263	380273.374283354	614568.9446948421	574881.4099811134	242556.00385063837	162049.76104059914	478003.970054003	449335.32934210007	325323.6856049264	792778.7286895751	933197.0235474416	846015.4397409669	938431.6426512769	921633.9807024789
P62266	957775.6882299612	921554.8551007761	1362011.4567461691	408704.0312000025		816830.0000000057		665061.8749999882	1032531.7499999934	1344626.2500000203	1344315.0477876484	1140832.750000002	1549903.082447459
P62269	1097775.830281237	1198460.37060353	1566239.2502732605	574480.360705462		1346843.283657092	1293918.6208498634	725552.6758736406	1291197.3891743736	1350866.357849207	1604460.8168911925	886038.5729603542	1300370.1865669151
P62277	1747568.7713551123	1747496.073736222	2209327.0177564276	718775.7608152843		1546973.4722770678	589718.6491866028	1402871.7208408804	1639028.107045285	2175190.3078935584	2480356.161486486	1630462.8750000533	2403967.2499999767
P62280	697183.0065857825	540352.4237278431	1033529.7425802093	191924.0794022485		450247.09476746846		468528.3603974627	732162.0246667471	1025795.7325130247	896382.0225044931	1057315.8033064133	1155401.9454112533
P62333	279182.1874999945	220094.49999999537	426539.6875000112							366006.8124999885	240413.57810000208		
P62424	458375.22561345366	389524.1053766187	606587.0389390363			501500.14686700486	526463.3531672566	302241.62757266324	508428.58641503	550016.3331786741	565646.5919276043	679956.4855824264	472136.8107408884
P62701	597949.2128676446	776725.6019715803	865909.7912354072	321198.6281184738		859644.7268687863	309427.6398513793	761242.4984577143	802888.5015366873	1420037.372674523	1008860.882226742	1408049.0090088171	1218109.6001164387
P62745		765527.7500000037		749494.5625000236			896990.4999999884			859350.6250000136	554408.3125000137		679441.8124999889
P62750	276588.4388313242	304802.35903840966	613543.7382219323	136217.54058515152		231903.41076800914	275324.5532285414	116854.86712408488	368229.84753027844	560701.3165336209	397787.7043940692	289842.5928990857	400282.518473932
